source,target,evidence,iLIS,fdr
CG31371,ttv,diopt4,0.3088,FDR 10
Ids,Pal1,diopt4,0.4985,FDR 5
Ids,CG10702,diopt4,0.2818,FDR 10
Ids,Pgant1,diopt4,0.249,FDR 10
Pdp,Dg,fly,0.4985,FDR 5
Pdp,TfAP-2,diopt4,0.3616,FDR 5
Pdp,Top3alpha,diopt4,0.3132,FDR 10
Dg,vimar,fly,0.4819,FDR 5
Dg,Dys,both,0.4522,FDR 5
Dg,Nbr,fly,0.397,FDR 5
Dg,CARPB,diopt4,0.3957,FDR 5
Dg,CG17147,diopt4,0.3258,FDR 10
Dg,Sema1a,fly,0.3227,FDR 10
Dg,CG10154,diopt4,0.3034,FDR 10
jnj,mei-W68,fly,0.3484,FDR 5
ItgaPS5,CG8560,diopt4,0.3512,FDR 5
ItgaPS5,zetaTry,fly,0.351,FDR 5
ItgaPS5,Spn53F,diopt4,0.2737,FDR 10
ItgaPS5,magu,diopt4,0.2352,FDR 10
Cen,Slmap,fly,0.4983,FDR 5
Cen,cnn,fly,0.3383,FDR 10
Cen,RecQ4,fly,0.2624,FDR 10
Slmap,cmet,fly,0.442,FDR 5
Slmap,RluA-2,fly,0.4359,FDR 5
Slmap,Dlg5,fly,0.323,FDR 10
Slmap,CG15764,fly,0.2569,FDR 10
CG9911,CG32354,fly,0.4393,FDR 5
CG9911,CG11635,fly,0.376,FDR 5
Cont,CG30281,diopt4,0.498,FDR 5
Cont,Nrg,both,0.4529,FDR 5
CG30281,Cad96Ca,diopt4,0.3504,FDR 5
CG30281,Tollo,diopt4,0.2699,FDR 10
CG4998,sxc,fly,0.3926,FDR 5
CG4998,LpR1,fly,0.3296,FDR 10
CG4998,CG4598,fly,0.2533,FDR 10
Tace,CG6168,diopt4,0.4494,FDR 5
Tace,Spn38F,diopt4,0.3681,FDR 5
Tace,Nepl5,diopt4,0.2749,FDR 10
Tace,Ance-4,diopt4,0.2725,FDR 10
CG14708,RpS10b,fly,0.4978,FDR 5
CG14708,Grasp65,fly,0.4153,FDR 5
Sox21b,lms,fly,0.321,FDR 10
pcs,CG15631,fly,0.3162,FDR 10
pcs,sol,fly,0.2669,FDR 10
pcs,CG32086,fly,0.2495,FDR 10
Tdrd3,Top3beta,both,0.4691,FDR 5
Tdrd3,vito,fly,0.3191,FDR 10
Tdrd3,CG5726,fly,0.2899,FDR 10
Tdrd3,CG9684,fly,0.2875,FDR 10
CG44250,CG3939,fly,0.4723,FDR 5
CG44250,LanB2,fly,0.2655,FDR 10
Ror,Spn42Db,diopt4,0.4043,FDR 5
Ror,smal,diopt4,0.3924,FDR 5
Ror,Ret,diopt4,0.379,FDR 5
Ror,Ddr,diopt4,0.3395,FDR 5
Ror,Drl-2,diopt4,0.2463,FDR 10
nop5,Nop56,both,0.4968,FDR 5
nop5,alphaKap4,both,0.2699,FDR 10
nop5,CG1542,both,0.2629,FDR 10
Nop56,Sarm,fly,0.3451,FDR 5
Kr,Kr-h1,fly,0.2639,FDR 10
Pomp,Pal2,fly,0.4829,FDR 5
Pomp,Prosbeta2R1,both,0.4539,FDR 5
Pomp,Prosalpha2,both,0.3754,FDR 5
Pomp,Prosalpha3,both,0.2251,FDR 10
gcm,AGO1,fly,0.4914,FDR 5
CG2129,Ssrp,fly,0.2443,FDR 10
CG2129,CG31098,fly,0.2415,FDR 10
Chc,Pi3K68D,both,0.2736,FDR 10
Chc,tacc,fly,0.2603,FDR 10
Chc,lqf,both,0.2473,FDR 10
sff,Dsp1,diopt4,0.3296,FDR 10
gsb-n,Btk29A,diopt4,0.3223,FDR 10
gsb-n,Cib2,diopt4,0.2828,FDR 10
CG6770,CG31802,fly,0.496,FDR 5
Vsx1,CG10702,diopt4,0.3294,FDR 10
CG3226,CG5355,both,0.2586,FDR 10
CG3226,fax,fly,0.2364,FDR 10
SMC3,CG14905,fly,0.3209,FDR 10
CG2247,Leash,fly,0.3443,FDR 5
nAChRalpha7,nAChRbeta2,diopt4,0.4763,FDR 5
nAChRalpha7,nAChRalpha6,both,0.3813,FDR 5
Sirt1,lok,both,0.3536,FDR 5
Sirt1,Hph,diopt4,0.3086,FDR 10
Sirt1,Btk29A,diopt4,0.2838,FDR 10
Sirt1,Hsp68,diopt4,0.2408,FDR 10
Rs1,mRpL2,both,0.4272,FDR 5
Rs1,Dgp-1,fly,0.2763,FDR 10
mRpL1,vig,both,0.2906,FDR 10
rb,CG3294,fly,0.4372,FDR 5
rb,CG18428,fly,0.2467,FDR 10
CG13171,CG11257,fly,0.4715,FDR 5
nAChRalpha1,nAChRbeta2,diopt4,0.3863,FDR 5
lqf,app,diopt4,0.3016,FDR 10
CG3198,Hr83,fly,0.4944,FDR 5
CG8565,SC35,diopt4,0.3551,FDR 5
CG8565,Chd3,diopt4,0.324,FDR 10
CG8565,Taf7,diopt4,0.3223,FDR 10
CG8565,Rtf1,diopt4,0.248,FDR 10
tacc,cnn,fly,0.4492,FDR 5
GABA-B-R1,rdo,fly,0.282,FDR 10
Rtf1,RIOK2,diopt4,0.2311,FDR 10
CG7154,CG11873,both,0.2335,FDR 10
Exo70,CG13366,fly,0.3954,FDR 5
Exo70,SREBP,fly,0.2633,FDR 10
CG4612,tut,fly,0.3659,FDR 5
CG4612,Syp,both,0.3594,FDR 5
CG4612,TRAM,fly,0.2381,FDR 10
CG4612,lms,fly,0.2248,FDR 10
mav,Ret,fly,0.4652,FDR 5
KP78b,cas,fly,0.3015,FDR 10
KP78b,CG13796,diopt4,0.2646,FDR 10
Patr-1,pirk,fly,0.3585,FDR 5
Patr-1,Cnot4,both,0.2848,FDR 10
p24-1,gammaTry,diopt4,0.2912,FDR 10
p24-1,CG3355,diopt4,0.2745,FDR 10
p24-1,betaTry,diopt4,0.27,FDR 10
Cwc25,CG18746,fly,0.3683,FDR 5
tctn,CHOp24,diopt4,0.2409,FDR 10
AGO1,gw,both,0.4286,FDR 5
AGO1,Nbr,fly,0.2694,FDR 10
AGO1,Dcr-1,both,0.2692,FDR 10
AGO1,bel,both,0.2582,FDR 10
AGO1,Psi,both,0.2349,FDR 10
Phlpp,Cdc37,diopt4,0.225,FDR 10
Tret1-1,CG16995,diopt4,0.3222,FDR 10
Tret1-1,CG4270,diopt4,0.2333,FDR 10
foi,Zip71B,both,0.4911,FDR 5
Zip71B,Zip99C,fly,0.3758,FDR 5
CG17568,RpL10Aa,fly,0.2454,FDR 10
Vdup1,dnc,fly,0.2621,FDR 10
Mct1,Galk,diopt4,0.2285,FDR 10
kibra,CG42404,fly,0.4214,FDR 5
kibra,Leash,both,0.4199,FDR 5
kibra,CG16812,fly,0.3585,FDR 5
stau,sqz,fly,0.3976,FDR 5
stau,Kdm4B,fly,0.2531,FDR 10
CG6277,Ser,diopt4,0.4768,FDR 5
Prosalpha2,Prosbeta4R1,both,0.2803,FDR 10
CG41099,Nup154,fly,0.39,FDR 5
peng,pit,both,0.437,FDR 5
peng,CG18746,fly,0.4029,FDR 5
peng,CG7137,both,0.2772,FDR 10
peng,dpa,fly,0.2392,FDR 10
HIP,CG7737,fly,0.2386,FDR 10
grp,Hil,fly,0.2686,FDR 10
grp,knon,fly,0.2569,FDR 10
grp,CG1344,diopt4,0.2386,FDR 10
grp,Pp2C1,diopt4,0.2243,FDR 10
Spn42Dc,sfl,diopt4,0.3834,FDR 5
Mps1,Aladin,fly,0.4202,FDR 5
Mps1,CG31204,fly,0.3613,FDR 5
Mps1,Sema1a,fly,0.2981,FDR 10
Bsg25D,CG9795,fly,0.4467,FDR 5
Bsg25D,ens,fly,0.3001,FDR 10
CG4884,CG13148,fly,0.3399,FDR 5
e(r),smal,fly,0.4732,FDR 5
e(r),CG8929,fly,0.4309,FDR 5
e(r),fon,fly,0.336,FDR 10
e(r),CG34353,fly,0.2778,FDR 10
e(r),Mtap,fly,0.2761,FDR 10
e(r),CG15563,fly,0.2249,FDR 10
NUCB1,CG32548,fly,0.4883,FDR 5
NUCB1,CG8661,fly,0.3623,FDR 5
CG32548,CG15262,fly,0.3525,FDR 5
CG32548,Gel,fly,0.2419,FDR 10
eIF6,CG1542,both,0.2353,FDR 10
Mos,Btk29A,diopt4,0.3338,FDR 10
Nepl17,Loxl1,diopt4,0.4881,FDR 5
Nepl17,betaGlu,diopt4,0.3028,FDR 10
Loxl1,GCS1,diopt4,0.3184,FDR 10
Loxl1,Nepl19,diopt4,0.3171,FDR 10
Loxl1,Nepl13,diopt4,0.2733,FDR 10
Loxl1,Nepl20,diopt4,0.2702,FDR 10
Mitf,CG10702,diopt4,0.343,FDR 5
Mitf,ball,diopt4,0.2589,FDR 10
mu2,zf30C,fly,0.4876,FDR 5
mu2,nbs,fly,0.4674,FDR 5
zf30C,roq,fly,0.3677,FDR 5
Hlc,CG6701,fly,0.3722,FDR 5
vito,CG1542,both,0.3027,FDR 10
Magi,Ack,both,0.3663,FDR 5
CG7484,Ire1,diopt4,0.4872,FDR 5
CG7484,kmg,fly,0.4575,FDR 5
CG7484,Uggt,both,0.4507,FDR 5
Ire1,shv,diopt4,0.2419,FDR 10
mbo,CG3610,fly,0.2811,FDR 10
dom,YL-1,both,0.4569,FDR 5
dom,Yeti,both,0.4422,FDR 5
shep,Psi,both,0.3707,FDR 5
Nep1,CG11170,diopt4,0.3627,FDR 5
Nep1,Nepl4,diopt4,0.3361,FDR 10
trr,Utx,both,0.4252,FDR 5
tHMG2,tHMG1,fly,0.4797,FDR 5
Wnk,Btk29A,diopt4,0.2779,FDR 10
CG12325,CG9799,both,0.4855,FDR 5
d,Dlish,fly,0.4769,FDR 5
Glos,Tgs1,fly,0.3271,FDR 10
Vha16-3,IM18,fly,0.2491,FDR 10
CG6347,Tango1,diopt4,0.3581,FDR 5
CG6347,muc,diopt4,0.2811,FDR 10
CG6347,Pgant4,diopt4,0.2466,FDR 10
Bdp1,lok,diopt4,0.3707,FDR 5
scpr-B,Orct2,fly,0.329,FDR 10
PSR,CG15445,fly,0.4354,FDR 5
PSR,PIP4K,both,0.2998,FDR 10
Frq2,Opa1,fly,0.484,FDR 5
Frq2,LanB1,fly,0.24,FDR 10
Opa1,cnn,fly,0.4576,FDR 5
Wnt6,por,both,0.4127,FDR 5
aub,qin,both,0.4211,FDR 5
aub,spn-E,both,0.2886,FDR 10
aub,spir,fly,0.2256,FDR 10
Hr96,PKD,diopt4,0.2523,FDR 10
Hr96,Gprk1,diopt4,0.2451,FDR 10
cmb,Traf-like,fly,0.4262,FDR 5
cmb,mib2,fly,0.2612,FDR 10
fz3,Wnt5,diopt4,0.3574,FDR 5
fz3,Ser,fly,0.3328,FDR 10
Prosbeta2R1,Prosalpha3,both,0.3365,FDR 10
vimar,DCX-EMAP,fly,0.2897,FDR 10
Lmpt,RpI12,fly,0.4478,FDR 5
Lmpt,Traf-like,fly,0.3144,FDR 10
Xrcc2,Pif1A,fly,0.4214,FDR 5
Grasp65,msi,fly,0.3336,FDR 10
Grasp65,CG8292,fly,0.2538,FDR 10
Pgant35A,Est-6,diopt4,0.4617,FDR 5
Pgant35A,NaPi-T,fly,0.2816,FDR 10
Uba1,Karybeta3,both,0.2872,FDR 10
CG11164,CG17776,fly,0.4811,FDR 5
CG11164,CG9192,fly,0.428,FDR 5
CG11164,HHEX,fly,0.394,FDR 5
CG11164,CG33017,fly,0.2736,FDR 10
CG11164,Snp,fly,0.2349,FDR 10
pzg,CTCF,fly,0.2545,FDR 10
CG13144,lms,fly,0.3921,FDR 5
Nep5,Loxl2,diopt4,0.2889,FDR 10
Nep5,Sdr,diopt4,0.2563,FDR 10
CG4849,how,fly,0.2256,FDR 10
CG18259,Cnot4,fly,0.4509,FDR 5
CG18259,CG11905,fly,0.4284,FDR 5
CG18259,Dpit47,fly,0.3322,FDR 10
beta-Spec,alpha-Spec,both,0.3412,FDR 5
Sln,rk,diopt4,0.2299,FDR 10
Sema1a,sfl,fly,0.268,FDR 10
Sema1a,nvy,fly,0.2326,FDR 10
CG13096,vig,fly,0.3024,FDR 10
CG1894,loqs,fly,0.4031,FDR 5
CG1894,Ack,diopt4,0.3234,FDR 10
CG1894,CG2182,fly,0.2416,FDR 10
CG15347,CG14401,fly,0.4792,FDR 5
CG15347,CG9722,fly,0.2578,FDR 10
CG14401,CG17985,fly,0.4179,FDR 5
CG14401,CG14194,fly,0.2564,FDR 10
Nepl7,CG8172,diopt4,0.479,FDR 5
Nepl7,betaGlu,diopt4,0.3194,FDR 10
CG8172,Pgant5,diopt4,0.3991,FDR 5
CG8172,Pgant1,diopt4,0.3277,FDR 10
CG8172,Nepl10,diopt4,0.2964,FDR 10
CG8172,Nep6,diopt4,0.2857,FDR 10
CG8172,fng,diopt4,0.2307,FDR 10
CG8172,alpha-Man-Ia,diopt4,0.2237,FDR 10
CG8172,Ca-Ma2d,diopt4,0.2233,FDR 10
CG3662,CG9294,diopt4,0.391,FDR 5
CG3662,Glg1,diopt4,0.257,FDR 10
CG3662,CG31999,diopt4,0.2552,FDR 10
CG3662,CG3355,diopt4,0.2258,FDR 10
CG42788,UbcE2H,both,0.4073,FDR 5
CG15043,CG42749,fly,0.4159,FDR 5
CG15043,CG11447,fly,0.3064,FDR 10
cnn,alt,fly,0.4759,FDR 5
cnn,Sas-6,both,0.45,FDR 5
cnn,Cep135,both,0.2922,FDR 10
cnn,DCTN3-p24,fly,0.2404,FDR 10
Nepl20,CG32751,diopt4,0.4542,FDR 5
Nepl20,CG3355,diopt4,0.2457,FDR 10
Nepl20,betaGlu,diopt4,0.236,FDR 10
Spn55B,Kul,diopt4,0.2987,FDR 10
Ptp69D,Dscam1,fly,0.4782,FDR 5
Ptp69D,Ptp52F,fly,0.3972,FDR 5
Ptp69D,robo3,fly,0.2571,FDR 10
Ptp69D,msi,fly,0.2508,FDR 10
TpnC25D,fax,fly,0.4381,FDR 5
CG8485,CG1227,diopt4,0.342,FDR 5
Smyd5,esn,fly,0.478,FDR 5
Smyd5,CG13114,fly,0.3229,FDR 10
esn,eIF5B,fly,0.2714,FDR 10
esn,CG11178,both,0.2329,FDR 10
Cnx99A,Kr-h2,both,0.478,FDR 5
Cnx99A,CG10425,both,0.3691,FDR 5
Kr-h2,Sc2,fly,0.3759,FDR 5
Kr-h2,Elal,fly,0.3631,FDR 5
Kr-h2,SERCA,fly,0.3456,FDR 5
CHOp24,p24-2,both,0.4655,FDR 5
CHOp24,Cog4,fly,0.267,FDR 10
CG43691,CG6569,fly,0.3941,FDR 5
CG43691,CG13458,fly,0.2538,FDR 10
Nrg,yrt,both,0.4237,FDR 5
Nrg,Ank,both,0.3076,FDR 10
CkIIalpha-i3,CG14480,fly,0.4569,FDR 5
MESK2,CG5903,fly,0.274,FDR 10
lqfR,Tsp74F,fly,0.2247,FDR 10
Dsp1,Toll-6,diopt4,0.2784,FDR 10
Hsc70Cb,Tollo,diopt4,0.2956,FDR 10
Hsc70Cb,yip2,both,0.2823,FDR 10
Hsc70Cb,mod,fly,0.2497,FDR 10
Dlish,app,fly,0.256,FDR 10
Obp56d,Obp44a,fly,0.3445,FDR 5
Ser,mib1,both,0.3793,FDR 5
Ser,rn,fly,0.3112,FDR 10
Ser,Utx,fly,0.2433,FDR 10
CG12163,Tango1,diopt4,0.2931,FDR 10
Nmda1,CG10154,fly,0.3996,FDR 5
nAChRbeta2,nAChRbeta3,both,0.4418,FDR 5
otu,Blm,fly,0.3718,FDR 5
p38c,zen2,diopt4,0.4628,FDR 5
p38c,Sox100B,diopt4,0.4071,FDR 5
p38c,GATAd,diopt4,0.2248,FDR 10
CG10000,CG17239,diopt4,0.3477,FDR 5
CG10000,Mal-A4,diopt4,0.3076,FDR 10
CG43732,CG18508,fly,0.3845,FDR 5
msi,CG13157,fly,0.3782,FDR 5
msi,slf,fly,0.3768,FDR 5
CG15445,Leash,fly,0.3429,FDR 5
CG11635,UbcE2H,fly,0.4416,FDR 5
CG11635,alphaTry,fly,0.281,FDR 10
CG11635,CG17666,fly,0.2713,FDR 10
Toll-7,Tollo,both,0.2818,FDR 10
CG34353,spz3,fly,0.3897,FDR 5
Tango1,CG32191,diopt4,0.3952,FDR 5
Tango1,Nepl5,diopt4,0.3011,FDR 10
Tango1,CG17134,diopt4,0.2992,FDR 10
Tango1,CG32751,diopt4,0.2958,FDR 10
Tango1,Spn47C,diopt4,0.2522,FDR 10
Tango1,Nepl4,diopt4,0.2519,FDR 10
Tango1,CG33128,diopt4,0.2327,FDR 10
EndoA,Manf,fly,0.2533,FDR 10
CG7352,CG32086,fly,0.4462,FDR 5
CG7352,CG7139,fly,0.2359,FDR 10
smal,gish,diopt4,0.4169,FDR 5
smal,Btk29A,diopt4,0.2891,FDR 10
Delta,fng,both,0.4728,FDR 5
Delta,YL-1,fly,0.413,FDR 5
Delta,mib2,both,0.3412,FDR 5
Delta,Utx,fly,0.3329,FDR 10
Delta,mib1,both,0.3302,FDR 10
Delta,Alk,diopt4,0.3243,FDR 10
Delta,kuz,both,0.244,FDR 10
CG6707,RhoBTB,fly,0.3683,FDR 5
cm,Slip1,fly,0.4724,FDR 5
cm,w,fly,0.2926,FDR 10
Slip1,eco,fly,0.2557,FDR 10
CG17732,CG17233,fly,0.4368,FDR 5
Syn2,CG9626,fly,0.4647,FDR 5
Syn2,Traf-like,fly,0.3611,FDR 5
Syn2,CG10321,fly,0.3554,FDR 5
CG30036,Spn42Dd,diopt4,0.2432,FDR 10
CG12020,CG3534,fly,0.3048,FDR 10
CG12020,CG17816,fly,0.2309,FDR 10
Traf4,scrib,fly,0.2278,FDR 10
sel,CG10638,fly,0.3253,FDR 10
Rlb1,CG9684,fly,0.4714,FDR 5
CG9684,vig,fly,0.3731,FDR 5
CG17819,CG7548,fly,0.4127,FDR 5
CG43171,CG33155,fly,0.3154,FDR 10
CG43171,CG34170,fly,0.2334,FDR 10
CG43171,CG18508,fly,0.2299,FDR 10
Mst57Da,RNASEK,fly,0.3416,FDR 5
Ldh,CG13334,diopt4,0.392,FDR 5
CG31523,CG31729,both,0.3561,FDR 5
CG32812,lmd,diopt4,0.3569,FDR 5
Vps50,Vps53,both,0.4385,FDR 5
CG6800,CG42366,diopt4,0.4695,FDR 5
fok,CG14079,fly,0.282,FDR 10
Spase25,jp,fly,0.3932,FDR 5
lms,CG4766,fly,0.3816,FDR 5
lms,mfas,fly,0.2869,FDR 10
Pask,mia,diopt4,0.42,FDR 5
Pask,Taf7,diopt4,0.328,FDR 10
Spn42Dd,svr,diopt4,0.3579,FDR 5
Spn42Dd,CG31743,diopt4,0.2344,FDR 10
spir,capu,fly,0.4379,FDR 5
spir,fax,fly,0.3423,FDR 5
spir,mre11,fly,0.246,FDR 10
spir,eEF1alpha1,fly,0.2331,FDR 10
CG8878,Ret,diopt4,0.3136,FDR 10
CG8878,CG7497,diopt4,0.2944,FDR 10
CG8878,CG12605,diopt4,0.2659,FDR 10
CG8878,Sdr,diopt4,0.2607,FDR 10
CG13114,wisp,fly,0.3298,FDR 10
CG13114,CG6163,fly,0.3208,FDR 10
Vha16-2,Tsp74F,both,0.2564,FDR 10
CG2116,sol,fly,0.3017,FDR 10
nbs,tefu,both,0.4248,FDR 5
nbs,mre11,both,0.418,FDR 5
nbs,mus304,fly,0.2275,FDR 10
nbs,lok,both,0.2237,FDR 10
kz,CG12301,both,0.4671,FDR 5
Drep2,nolo,fly,0.2496,FDR 10
CCT7,CCT8,both,0.4163,FDR 5
CCT7,CCT5,both,0.4069,FDR 5
CCT7,CCT4,both,0.3414,FDR 5
CCT7,CCT3,both,0.282,FDR 10
CCT7,CCT1,both,0.2522,FDR 10
CCT7,Hsp60B,fly,0.2306,FDR 10
CG15728,CG31909,fly,0.4169,FDR 5
CG15728,Rbpn-5,fly,0.3588,FDR 5
CG33253,Mec2,both,0.4663,FDR 5
scrib,Vang,both,0.3843,FDR 5
scrib,RpL10Aa,both,0.2466,FDR 10
Sdr,CG10702,diopt4,0.4384,FDR 5
Sdr,Nep6,diopt4,0.3842,FDR 5
Sdr,zen2,diopt4,0.2735,FDR 10
Sdr,Chpf,diopt4,0.2537,FDR 10
Sdr,CTCF,diopt4,0.244,FDR 10
Sdr,Ets96B,diopt4,0.2336,FDR 10
pds5,dmt,fly,0.4363,FDR 5
pds5,Haspin,both,0.3019,FDR 10
CG15014,Nopp140,fly,0.2293,FDR 10
Nrx-1,RhoGAP100F,both,0.4655,FDR 5
Nrx-1,apolpp,fly,0.4155,FDR 5
Ret,Alk,diopt4,0.2584,FDR 10
Ret,Fak,both,0.255,FDR 10
Ret,CG10702,diopt4,0.2392,FDR 10
jumu,Schip1,fly,0.3402,FDR 5
Ptp10D,Mal-A8,diopt4,0.4649,FDR 5
Ptp10D,Alk,diopt4,0.2727,FDR 10
Ptp10D,Mal-A6,diopt4,0.2684,FDR 10
woc,Cib2,diopt4,0.3417,FDR 5
Ddr,Sulf1,fly,0.265,FDR 10
Ddr,CG10702,diopt4,0.2268,FDR 10
CG33169,CG42806,fly,0.4495,FDR 5
CG33169,RNASEK,fly,0.2793,FDR 10
CG33169,EMC5,fly,0.2387,FDR 10
sqz,nab,both,0.4634,FDR 5
nab,rn,both,0.426,FDR 5
nab,cas,fly,0.2392,FDR 10
GATAd,Aduk,diopt4,0.3341,FDR 10
ppk,ppk11,both,0.3551,FDR 5
ppk,ppk16,both,0.2357,FDR 10
Pex14,Exd2,both,0.3702,FDR 5
Pex14,Nup93-2,fly,0.2261,FDR 10
betaTub85D,CG5966,diopt4,0.3282,FDR 10
betaTub85D,Elba2,fly,0.2465,FDR 10
betaTub85D,CG13707,fly,0.2413,FDR 10
vig,eIF4H1,fly,0.2874,FDR 10
Est-6,Pgant5,diopt4,0.3912,FDR 5
Nsf2,gammaSnap1,both,0.4343,FDR 5
Nsf2,comt,fly,0.3739,FDR 5
por,Wnt5,both,0.369,FDR 5
P58IPK,yip7,fly,0.4214,FDR 5
muc,CG5214,diopt4,0.2741,FDR 10
gish,Btk29A,diopt4,0.4185,FDR 5
gish,CG4282,fly,0.4058,FDR 5
gish,cert,diopt4,0.3087,FDR 10
gish,CG5746,fly,0.2569,FDR 10
gish,pnr,diopt4,0.2328,FDR 10
HDAC3,CG6271,diopt4,0.4236,FDR 5
HDAC3,CG6847,diopt4,0.419,FDR 5
HDAC3,Smyd4-2,both,0.4127,FDR 5
HDAC3,CG5966,diopt4,0.223,FDR 10
RpI1,RpI12,both,0.4608,FDR 5
RpI12,CG15576,fly,0.2233,FDR 10
Traf-like,fest,fly,0.2829,FDR 10
CG7737,CG5044,fly,0.4607,FDR 5
CG7737,CG5568,fly,0.3074,FDR 10
CG5044,CG5568,fly,0.3709,FDR 5
CG5044,sced,fly,0.3109,FDR 10
coro,Rilpl,fly,0.299,FDR 10
CG8336,Gagr,fly,0.4557,FDR 5
LysP,Pgant8,diopt4,0.46,FDR 5
LysP,Nepl15,diopt4,0.4399,FDR 5
LysP,Nepl14,diopt4,0.3483,FDR 5
LysP,Ca-Ma2d,diopt4,0.3185,FDR 10
LysP,Nepl18,diopt4,0.2851,FDR 10
LysP,CG10702,diopt4,0.2741,FDR 10
CG12288,CG7137,both,0.346,FDR 5
rept,pont,both,0.4596,FDR 5
rept,Pih1D1,fly,0.2346,FDR 10
pont,CG14921,fly,0.3997,FDR 5
pont,Ssrp,both,0.2572,FDR 10
CG13337,CG3294,fly,0.3948,FDR 5
PGAP5,CG5568,fly,0.3929,FDR 5
CG8414,CG12011,fly,0.4098,FDR 5
eloF,CG33110,diopt4,0.2355,FDR 10
Spn42Db,l(1)G0289,diopt4,0.3058,FDR 10
Pi3K68D,Alk,diopt4,0.4584,FDR 5
Pi3K68D,CG10086,both,0.2757,FDR 10
Nep6,Kul,diopt4,0.2372,FDR 10
CG5174,CG5355,fly,0.3958,FDR 5
CG5174,CG4598,fly,0.3485,FDR 5
CG5174,Prosalpha3,fly,0.3204,FDR 10
kmg,niki,diopt4,0.2248,FDR 10
Pino,lok,fly,0.4574,FDR 5
lok,Hsp60A,both,0.4276,FDR 5
lok,Sod1,both,0.3948,FDR 5
lok,Ask1,diopt4,0.3378,FDR 10
lok,Hsp60D,diopt4,0.2575,FDR 10
Pdk1,CG12128,fly,0.4162,FDR 5
Pdk1,shv,fly,0.3546,FDR 5
Pdk1,CG15784,fly,0.34,FDR 5
Pdk1,PRAS40,fly,0.2242,FDR 10
CG5966,kar,diopt4,0.3263,FDR 10
Ssrp,CG31251,fly,0.4188,FDR 5
Ssrp,Nopp140,fly,0.2328,FDR 10
CG2111,CG9806,diopt4,0.4087,FDR 5
CG2111,alpha-Man-Ia,diopt4,0.2264,FDR 10
Cib2,lmd,diopt4,0.3896,FDR 5
CG14480,REG,both,0.3033,FDR 10
Takl1,Ask1,diopt4,0.4166,FDR 5
loqs,Mco3,fly,0.4567,FDR 5
loqs,Dcr-1,both,0.4403,FDR 5
pit,Sarm,fly,0.3365,FDR 10
Lgr1,Gprk1,diopt4,0.232,FDR 10
CG11586,eIF4B,fly,0.3845,FDR 5
Mf,fau,fly,0.4087,FDR 5
GluRIIA,GluRIIB,both,0.4553,FDR 5
128up,Btk29A,diopt4,0.455,FDR 5
sti,Btk29A,diopt4,0.2782,FDR 10
sti,betaNACtes6,diopt4,0.2627,FDR 10
miple1,how,fly,0.27,FDR 10
grh,Kdm2,fly,0.2539,FDR 10
CG5854,cathD,fly,0.2589,FDR 10
Btk29A,CG8173,diopt4,0.3794,FDR 5
Btk29A,CG10738,diopt4,0.3504,FDR 5
Btk29A,Fak,diopt4,0.2915,FDR 10
Btk29A,mdlc,fly,0.2893,FDR 10
Btk29A,Chd3,diopt4,0.2438,FDR 10
CG14635,CG3104,fly,0.2819,FDR 10
east,w,fly,0.3105,FDR 10
Klp3A,feo,both,0.4545,FDR 5
l(1)G0320,CG42335,diopt4,0.3081,FDR 10
Sec63,Sec61alpha,both,0.3753,FDR 5
Sec63,Mpcp2,fly,0.2263,FDR 10
betaNACtes6,ball,diopt4,0.3082,FDR 10
CG32679,Pgant4,diopt4,0.3314,FDR 10
CG32679,oxt,diopt4,0.3111,FDR 10
Gdi,CG4598,fly,0.4535,FDR 5
Gdi,CG9391,fly,0.4374,FDR 5
Gdi,Non2,fly,0.4151,FDR 5
Dpit47,CG13982,fly,0.3805,FDR 5
stmA,Pi4KIIIalpha,both,0.4529,FDR 5
CG16984,spz3,fly,0.3301,FDR 10
mge,Tom40,both,0.304,FDR 10
CG10638,fax,fly,0.2809,FDR 10
slow,mmd,diopt4,0.281,FDR 10
Est-P,Pgant3,diopt4,0.4518,FDR 5
Est-P,Pgant5,diopt4,0.4211,FDR 5
Pgant3,CG30467,diopt4,0.2562,FDR 10
CG11555,Slob,fly,0.4512,FDR 5
Slob,PQBP1,fly,0.3268,FDR 10
Slob,heph,fly,0.3055,FDR 10
CTCF,CG1789,fly,0.3598,FDR 5
CTCF,CG10702,diopt4,0.2276,FDR 10
CG7497,Gprk1,diopt4,0.2914,FDR 10
CG7497,Gprk2,diopt4,0.2872,FDR 10
Wnt5,drl,both,0.3046,FDR 10
Wnt5,dnt,both,0.2569,FDR 10
Wnt5,uzip,fly,0.235,FDR 10
yata,lute,diopt4,0.3146,FDR 10
CG32486,CG5568,fly,0.4194,FDR 5
CG34172,cype,both,0.4402,FDR 5
CG11159,CG7579,diopt4,0.3935,FDR 5
Mal-A6,CG10702,diopt4,0.3497,FDR 5
Sirt4,CG13850,diopt4,0.4497,FDR 5
CG13850,Tsp74F,fly,0.2884,FDR 10
Pif1A,CG15631,fly,0.4187,FDR 5
CG42806,CG2611,fly,0.4459,FDR 5
CG42806,Bet1,fly,0.3657,FDR 5
RfC3,CG3610,fly,0.2536,FDR 10
CG43776,dtn,diopt4,0.3097,FDR 10
CG43776,CG31776,diopt4,0.2281,FDR 10
CCT5,CCT8,both,0.3584,FDR 5
